Step,Actual_Lat,Actual_Lng,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Raw_Error_M,Filtered_Error_M,Algorithm
47,31.778507,35.236625,31.778371,35.236466,31.778439,35.236542,31.778414,35.236515,0.423,11.3,0,21.3,14.7,smoothed
48,31.778545,35.236670,31.778386,35.236484,31.778431,35.236534,31.778416,35.236515,0.330,7.5,0,25.0,20.6,smoothed
49,31.778583,35.236715,31.778427,35.236532,31.778429,35.236530,31.778429,35.236530,0.282,0.3,0,24.6,24.5,smoothed
50,31.778621,35.236760,31.778472,35.236585,31.778442,35.236546,31.778454,35.236561,0.339,5.5,0,23.4,26.5,smoothed
51,31.778659,35.236805,31.778622,35.236760,31.778471,35.236580,31.778563,35.236687,0.900,26.2,0,5.9,15.5,smoothed
52,31.778697,35.236850,31.778510,35.236630,31.778601,35.236732,31.778574,35.236702,0.309,15.2,0,29.4,19.6,smoothed
53,31.778735,35.236894,31.778563,35.236691,31.778605,35.236740,31.778593,35.236725,0.212,7.1,0,27.2,22.6,smoothed
54,31.778774,35.236939,31.778551,35.236677,31.778622,35.236759,31.778601,35.236732,0.177,12.1,0,35.1,27.4,smoothed
55,31.778812,35.236984,31.778603,35.236739,31.778624,35.236759,31.778616,35.236752,0.204,3.2,0,32.8,31.0,smoothed
56,31.778850,35.237029,31.778809,35.236981,31.778637,35.236778,31.778704,35.236855,0.231,29.6,0,6.4,23.2,smoothed
