Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm
30,1.00,32.82730896,34.99234826,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.07,0,-1,hybrid
33,1.10,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
36,1.20,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
39,1.30,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
42,1.40,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
45,1.50,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
48,1.60,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
51,1.70,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
54,1.80,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
57,1.90,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
60,2.00,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
63,2.10,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
66,2.20,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
69,2.30,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
72,2.40,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
75,2.50,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
78,2.60,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
81,2.70,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
84,2.80,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
87,2.90,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
90,3.00,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
93,3.10,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
96,3.20,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
99,3.30,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
102,3.40,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
105,3.50,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
108,3.60,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
111,3.70,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
114,3.80,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
117,3.90,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
120,4.00,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
123,4.10,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
126,4.20,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
129,4.30,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
132,4.40,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
135,4.50,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
138,4.60,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
141,4.70,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
144,4.80,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
147,4.90,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
150,5.00,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
153,5.10,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
156,5.20,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
159,5.30,32.82730865,34.99234772,32.82730865,34.99234772,32.82730865,34.99234772,0.1000,0.00,0,-1,hybrid
