Step,Actual_Lat,Actual_Lng,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Raw_Error_M,Filtered_Error_M,Algorithm
44,40.759692,-73.983266,40.759691,-73.983268,40.759502,-73.983513,40.759640,-73.983330,0.732,34.4,0,0.2,8.0,smoothed
45,40.759731,-73.983215,40.759645,-73.983328,40.759686,-73.983269,40.759666,-73.983299,0.512,8.0,0,13.4,10.1,smoothed
46,40.759769,-73.983165,40.759477,-73.983551,40.759708,-73.983246,40.759708,-73.983246,0.259,42.6,1,46.0,9.6,smoothed
47,40.759807,-73.983115,40.759026,-73.984146,40.759750,-73.983192,40.759750,-73.983192,0.106,133.3,1,123.0,9.1,smoothed
48,40.759845,-73.983064,40.759388,-73.983667,40.759792,-73.983139,40.759792,-73.983139,0.078,74.0,1,71.9,8.6,smoothed
49,40.759883,-73.983014,40.759803,-73.983119,40.759834,-73.983086,40.759815,-73.983101,0.220,5.1,0,12.5,10.5,smoothed
50,40.759921,-73.982964,40.759905,-73.982985,40.759853,-73.983047,40.759888,-73.983009,0.496,9.1,0,2.5,5.4,smoothed
51,40.759959,-73.982913,40.759944,-73.982934,40.759933,-73.982948,40.759941,-73.982941,0.774,2.0,0,2.5,3.1,smoothed
52,40.759997,-73.982863,40.759925,-73.982959,40.759987,-73.982880,40.759964,-73.982910,0.414,11.2,0,11.4,5.4,smoothed
53,40.760035,-73.982813,40.759761,-73.983175,40.760006,-73.982857,40.760006,-73.982857,0.159,44.7,1,43.2,5.0,smoothed
54,40.760074,-73.982762,40.759379,-73.983679,40.760048,-73.982803,40.760048,-73.982803,0.142,122.7,1,109.3,4.5,smoothed
55,40.760112,-73.982712,40.759380,-73.983678,40.760090,-73.982750,40.760090,-73.982750,0.074,130.1,1,115.2,4.0,smoothed
56,40.760150,-73.982662,40.760087,-73.982744,40.760132,-73.982697,40.760101,-73.982727,0.279,7.2,0,9.8,7.7,smoothed
